rank	risk	tier	reason	name_heb	name_rom	occurrences	match_method	confidence	kima_id	kima_name_rom	kima_url	decision	correct_kima_id	notes
134	MED	fuzzy_autolink	review the pick	זאלקוי		1	fuzzy	0.95	1703	Z︠H︡ovkva (Ukraine)	https://data.geo-kima.org/Places/Details/1703			
135	MED	fuzzy_autolink	review the pick	האראדענקי		1	fuzzy	1.0	332	Horodenka (Ukraine)	https://data.geo-kima.org/Places/Details/332			
136	MED	fuzzy_autolink	review the pick	האינפאלי		1	fuzzy	1.0	335	Huncovce (Slovakia)	https://data.geo-kima.org/Places/Details/335			
137	MED	fuzzy_autolink	review the pick	בית יעקב		1	fuzzy	0.95	21194	Bet Ya'akov (Jerusalem, Israel)	https://data.geo-kima.org/Places/Details/21194			
138	MED	fuzzy_autolink	review the pick	אפרים		1	fuzzy	1.0	77978	Ofarim (Bet Arye, West Bank)	https://data.geo-kima.org/Places/Details/77978			
139	MED	fuzzy_autolink	review the pick	אונגידי		1	fuzzy	1.0	21741	En Gedi (Israel)	https://data.geo-kima.org/Places/Details/21741			
140	MED	fuzzy_autolink	review the pick	דאליגע		1	fuzzy	1.0	76106	Delag (Yemen)	https://data.geo-kima.org/Places/Details/76106			
141	MED	fuzzy_autolink	review the pick	מדיליטא		1	fuzzy	1.0	25335	Midelt (Morocco)	https://data.geo-kima.org/Places/Details/25335			
142	MED	fuzzy_autolink	review the pick	"בעהע""ג"		1	fuzzy	1.0	18044	Bohai (Kingdom)	https://data.geo-kima.org/Places/Details/18044			
143	MED	fuzzy_autolink	review the pick	דינוב		1	fuzzy	0.95	11063	Dynów (Poland)	https://data.geo-kima.org/Places/Details/11063			
144	MED	fuzzy_autolink	review the pick	באקווינע		1	fuzzy	1.0	3056	Bukovina (Romania and Ukraine)	https://data.geo-kima.org/Places/Details/3056			
145	MED	fuzzy_autolink	review the pick	בעסר אביע		1	fuzzy	1.0	1775	Bessarabia (Moldova and Ukraine)	https://data.geo-kima.org/Places/Details/1775			
146	MED	fuzzy_autolink	review the pick	קאלביסאו		1	fuzzy	0.667	12127	Kalabishah (Egypt)	https://data.geo-kima.org/Places/Details/12127			
147	MED	fuzzy_autolink	review the pick	קנאאיז		1	fuzzy	1.0	13445	Konz (Germany)	https://data.geo-kima.org/Places/Details/13445			
148	MED	fuzzy_autolink	review the pick	יוזעפאן		1	fuzzy	0.667	845	Józefów (Poland)	https://data.geo-kima.org/Places/Details/845			
149	MED	fuzzy_autolink	review the pick	ק׳ אפטא		1	fuzzy	1.0	13312	Qifṭ (Egypt)	https://data.geo-kima.org/Places/Details/13312			
150	MED	fuzzy_autolink	review the pick	נעמסט		1	fuzzy	1.0	3494	Nemea Site (Greece)	https://data.geo-kima.org/Places/Details/3494			
151	MED	fuzzy_autolink	review the pick	קאלוב		1	fuzzy	0.95	17477	Nagykálló (Hungary)	https://data.geo-kima.org/Places/Details/17477			
152	MED	fuzzy_autolink	review the pick	האניפאליא		1	fuzzy	1.0	335	Huncovce (Slovakia)	https://data.geo-kima.org/Places/Details/335			
153	MED	fuzzy_autolink	review the pick	טשארנאבל		1	fuzzy	1.0	15239	Chornobylʹ (Ukraine)	https://data.geo-kima.org/Places/Details/15239			
154	MED	fuzzy_autolink	review the pick	אוליינאב		1	fuzzy	1.0	540	Allone Abba (Israel)	https://data.geo-kima.org/Places/Details/540			
155	MED	fuzzy_autolink	review the pick	פרוסניץ		1	fuzzy	0.95	417	Prostějov (Czech Republic)	https://data.geo-kima.org/Places/Details/417			
156	MED	fuzzy_autolink	review the pick	ליטאמארסק		1	fuzzy	1.0	19185	Lutomiersk (Poland)	https://data.geo-kima.org/Places/Details/19185			
157	MED	fuzzy_autolink	review the pick	דמעזעריטש		1	fuzzy	0.857	223	Międzyrzec Podlaski (Poland)	https://data.geo-kima.org/Places/Details/223			
158	MED	fuzzy_autolink	review the pick	מיינץ		1	fuzzy	1.0	85756	Mainz (Germany)	https://data.geo-kima.org/Places/Details/85756			
159	MED	fuzzy_autolink	review the pick	סעמניטץ		1	fuzzy	0.95	19927	Senica (Slovakia)	https://data.geo-kima.org/Places/Details/19927			
160	MED	fuzzy_autolink	review the pick	פוזנן		1	fuzzy	0.95	10521	Poznań (Poland : Voivodeship)	https://data.geo-kima.org/Places/Details/10521			
161	MED	fuzzy_autolink	review the pick	דרקיעא		1	fuzzy	1.0	8204	Congo (Democratic Republic)	https://data.geo-kima.org/Places/Details/8204			
162	MED	fuzzy_autolink	review the pick	וינציאה		1	fuzzy	0.95	949	Venice (Italy)	https://data.geo-kima.org/Places/Details/949			
163	MED	fuzzy_autolink	review the pick	וואהל		1	fuzzy	1.0	71841	Vöhl (Germany)	https://data.geo-kima.org/Places/Details/71841			
164	MED	fuzzy_autolink	review the pick	לוצקא		1	fuzzy	0.95	127	Lut︠s︡ʹk (Ukraine)	https://data.geo-kima.org/Places/Details/127			
165	MED	fuzzy_autolink	review the pick	זאלקווי		1	fuzzy	0.95	1703	Z︠H︡ovkva (Ukraine)	https://data.geo-kima.org/Places/Details/1703			
166	MED	fuzzy_autolink	review the pick	דזיקוב		1	fuzzy	0.95	17845	Tarnobrzeg (Poland)	https://data.geo-kima.org/Places/Details/17845			
167	MED	fuzzy_autolink	review the pick	אונגארין		1	fuzzy	1.0	7547	Hungary	https://data.geo-kima.org/Places/Details/7547			
168	MED	fuzzy_autolink	review the pick	לעכוויץ		1	fuzzy	1.0	1657	Lokhvyt︠s︡i︠a︡ (Ukraine)	https://data.geo-kima.org/Places/Details/1657			
169	MED	fuzzy_autolink	review the pick	אוליינוב		1	fuzzy	1.0	540	Allone Abba (Israel)	https://data.geo-kima.org/Places/Details/540			
170	MED	fuzzy_autolink	review the pick	גאסטינין		1	fuzzy	1.0	18497	Gostynin (Poland)	https://data.geo-kima.org/Places/Details/18497			
171	MED	fuzzy_autolink	review the pick	האראדענק		1	fuzzy	1.0	332	Horodenka (Ukraine)	https://data.geo-kima.org/Places/Details/332			
172	MED	fuzzy_autolink	review the pick	דעובדא		1	fuzzy	1.0	88667	Debdou (Morocco)	https://data.geo-kima.org/Places/Details/88667			
173	MED	fuzzy_autolink	review the pick	פשיסחע		1	fuzzy	0.6	18259	Przysucha (Poland)	https://data.geo-kima.org/Places/Details/18259			
174	MED	fuzzy_autolink	review the pick	מאסקיוויא		1	fuzzy	1.0	188	Moscow (Russia)	https://data.geo-kima.org/Places/Details/188			
175	MED	fuzzy_autolink	review the pick	אונגארן		1	fuzzy	1.0	7547	Hungary	https://data.geo-kima.org/Places/Details/7547			
176	MED	fuzzy_autolink	review the pick	גליל העליון		1	fuzzy	0.9	78312	ha-Galil ha-ʻElyon (Israel : Mo'atsah azorit)	https://data.geo-kima.org/Places/Details/78312			
177	MED	fuzzy_autolink	review the pick	מאור עינים		1	fuzzy	1.0	8906	Burma	https://data.geo-kima.org/Places/Details/8906			
178	MED	fuzzy_autolink	review the pick	ארפאנו		1	fuzzy	1.0	78450	Orofino (Idaho)	https://data.geo-kima.org/Places/Details/78450			
179	MED	fuzzy_autolink	review the pick	האמבטי		1	fuzzy	1.0	12895	Ambato (Ecuador)	https://data.geo-kima.org/Places/Details/12895			
180	MED	fuzzy_autolink	review the pick	ביקאווסק		1	fuzzy	1.0	517	Bukowsko (Poland)	https://data.geo-kima.org/Places/Details/517			
181	MED	fuzzy_autolink	review the pick	קושטנטינא		1	fuzzy	0.95	533	Istanbul (Turkey)	https://data.geo-kima.org/Places/Details/533			
182	MED	fuzzy_autolink	review the pick	קראעץ		1	fuzzy	1.0	675	Koret︠s︡ʹ (Ukraine)	https://data.geo-kima.org/Places/Details/675			
183	MED	fuzzy_autolink	review the pick	לייפנא		1	fuzzy	1.0	13454	Laufen (Switzerland)	https://data.geo-kima.org/Places/Details/13454			
184	MED	fuzzy_autolink	review the pick	פרייקין		1	fuzzy	1.0	20400	Silvan (Diyarbakır İli, Turkey)	https://data.geo-kima.org/Places/Details/20400			
185	MED	fuzzy_autolink	review the pick	ריגיו		1	fuzzy	0.95	495	Reggio Emilia (Italy)	https://data.geo-kima.org/Places/Details/495			
186	MED	fuzzy_autolink	review the pick	שפניא		1	fuzzy	1.0	26921	Shifon, Mount (Israel)	https://data.geo-kima.org/Places/Details/26921			
187	MED	fuzzy_autolink	review the pick	האמלע		1	fuzzy	1.0	21604	Ha'Amal (Israel)	https://data.geo-kima.org/Places/Details/21604			
188	MED	fuzzy_autolink	review the pick	קאוולר		1	fuzzy	1.0	16699	Kevelaer (Germany)	https://data.geo-kima.org/Places/Details/16699			
189	MED	fuzzy_autolink	review the pick	ראזדעל		1	fuzzy	1.0	27067	Rozdil (Ukraine)	https://data.geo-kima.org/Places/Details/27067			
190	MED	fuzzy_autolink	review the pick	פינטשוף		1	fuzzy	0.95	1687	Pinczów (Poland)	https://data.geo-kima.org/Places/Details/1687			
191	MED	fuzzy_autolink	review the pick	סלוויטא		1	fuzzy	1.0	846	Slavuta (Ukraine)	https://data.geo-kima.org/Places/Details/846			
192	MED	fuzzy_autolink	review the pick	ברודא		1	fuzzy	0.95	14455	Uherský Brod (Czech Republic)	https://data.geo-kima.org/Places/Details/14455			
193	MED	fuzzy_autolink	review the pick	אריאל		1	fuzzy	0.95	559	Ari'el (West Bank)	https://data.geo-kima.org/Places/Details/559			
194	MED	fuzzy_autolink	review the pick	מפינטשוב		1	fuzzy	0.833	1687	Pinczów (Poland)	https://data.geo-kima.org/Places/Details/1687			
195	MED	fuzzy_autolink	review the pick	יאמפלא		1	fuzzy	0.75	13851	I︠A︡mpilʹ (Khmelʹnyt︠s︡ʹka oblastʹ, Ukraine)	https://data.geo-kima.org/Places/Details/13851			
196	MED	fuzzy_autolink	review the pick	תלמידו		1	fuzzy	1.0	9948	Tolemaide (Libya)	https://data.geo-kima.org/Places/Details/9948			
197	MED	fuzzy_autolink	review the pick	בערזאן		1	fuzzy	0.95	347	Berez︠h︡any (Ukraine)	https://data.geo-kima.org/Places/Details/347			
198	MED	fuzzy_autolink	review the pick	האניפאלע		1	fuzzy	1.0	335	Huncovce (Slovakia)	https://data.geo-kima.org/Places/Details/335			
199	MED	fuzzy_autolink	review the pick	שארגראד		1	fuzzy	1.0	17813	Sharhorod (Ukraine)	https://data.geo-kima.org/Places/Details/17813			
200	MED	fuzzy_autolink	review the pick	סאבניק		1	fuzzy	1.0	13567	Šibenik (Croatia)	https://data.geo-kima.org/Places/Details/13567			
201	MED	fuzzy_autolink	review the pick	סאדיגערא		1	fuzzy	1.0	23506	Sadhora (Chernivtsi, Ukraine)	https://data.geo-kima.org/Places/Details/23506			
202	MED	fuzzy_autolink	review the pick	אהביטש		1	fuzzy	0.667	977	Drohobych (Ukraine)	https://data.geo-kima.org/Places/Details/977			
203	MED	fuzzy_autolink	review the pick	פניאל		1	fuzzy	0.95	20536	Peniel (Jordan)	https://data.geo-kima.org/Places/Details/20536			
204	MED	fuzzy_autolink	review the pick	ראזדל		1	fuzzy	1.0	27067	Rozdil (Ukraine)	https://data.geo-kima.org/Places/Details/27067			
205	MED	fuzzy_autolink	review the pick	פלניא		1	fuzzy	1.0	86988	Falun (Sweden)	https://data.geo-kima.org/Places/Details/86988			
206	MED	fuzzy_autolink	review the pick	סאדאגערא		1	fuzzy	1.0	23506	Sadhora (Chernivtsi, Ukraine)	https://data.geo-kima.org/Places/Details/23506			
207	MED	fuzzy_autolink	review the pick	שידלאויצי		1	fuzzy	1.0	294	Siedlce (Poland)	https://data.geo-kima.org/Places/Details/294			
208	MED	fuzzy_autolink	review the pick	סאבין		1	fuzzy	1.0	20348	Sabina (Italy)	https://data.geo-kima.org/Places/Details/20348			
209	MED	fuzzy_autolink	review the pick	גארוולין		1	fuzzy	1.0	13127	Garwolin (Poland)	https://data.geo-kima.org/Places/Details/13127			
210	MED	fuzzy_autolink	review the pick		Gorlice	0	fuzzy	1.0	923	Gorlice (Poland)	https://data.geo-kima.org/Places/Details/923			
211	MED	fuzzy_autolink	review the pick		Kamyanka Buzka	0	fuzzy	1.0	19435	Kam'i︠a︡nka Buzʹka (Ukraine)	https://data.geo-kima.org/Places/Details/19435			
212	MED	fuzzy_autolink	review the pick		Kozliv	0	fuzzy	1.0	82995	Kozliv (Ternopilʹsʹka oblastʹ, Ukraine)	https://data.geo-kima.org/Places/Details/82995			
213	MED	fuzzy_autolink	review the pick		Velyki Mezhyrichi	0	fuzzy	1.0	72033	Velyki Mezhyrichi (Ukraine)	https://data.geo-kima.org/Places/Details/72033			
214	MED	fuzzy_autolink	review the pick		Pidkamin	0	fuzzy	1.0	71242	Pidkamin (Ukraine)	https://data.geo-kima.org/Places/Details/71242			
215	MED	fuzzy_autolink	review the pick		Stratin	0	fuzzy	1.0	24656	Stratyn (Ukraine)	https://data.geo-kima.org/Places/Details/24656			
216	MED	fuzzy_autolink	review the pick		Verkhivka	0	fuzzy	0.95	23171	Verkhivka (Ukraine)	https://data.geo-kima.org/Places/Details/23171			
217	MED	fuzzy_autolink	review the pick		Petrova	0	fuzzy	1.0	88510	Petrova (Romania)	https://data.geo-kima.org/Places/Details/88510			
218	MED	fuzzy_autolink	review the pick		Seini	0	fuzzy	1.0	1748	Seini (Romania)	https://data.geo-kima.org/Places/Details/1748			
219	MED	fuzzy_autolink	review the pick		Kempen	0	fuzzy	0.95	12663	Kępno (Poland)	https://data.geo-kima.org/Places/Details/12663			
220	MED	fuzzy_autolink	review the pick		Mogilev	0	fuzzy	0.95	18781	Mohyliv-Podilʹsʹkyĭ (Ukraine)	https://data.geo-kima.org/Places/Details/18781			
221	MED	fuzzy_autolink	review the pick		Valozhyn	0	fuzzy	1.0	684	Valozhyn (Belarus)	https://data.geo-kima.org/Places/Details/684			
222	MED	fuzzy_autolink	review the pick		Chmielnik	0	fuzzy	0.95	797	Khmelnytskyi (Ukraine)	https://data.geo-kima.org/Places/Details/797			
223	MED	fuzzy_autolink	review the pick		Józefów	0	fuzzy	1.0	845	Józefów (Poland)	https://data.geo-kima.org/Places/Details/845			
224	MED	fuzzy_autolink	review the pick		Kalwaria Zebrzydowska	0	fuzzy	1.0	401	Kalwaria Zebrzydowska (Poland)	https://data.geo-kima.org/Places/Details/401			
225	MED	fuzzy_autolink	review the pick		Międzyrzec Podlaski	0	fuzzy	1.0	223	Międzyrzec Podlaski (Poland)	https://data.geo-kima.org/Places/Details/223			
226	MED	fuzzy_autolink	review the pick		Międzyrzecz	0	fuzzy	0.95	223	Międzyrzec Podlaski (Poland)	https://data.geo-kima.org/Places/Details/223			
227	MED	fuzzy_autolink	review the pick		Nowe Miasto	0	fuzzy	0.95	16594	Nové Mesto nad Váhom (Slovakia)	https://data.geo-kima.org/Places/Details/16594			
228	MED	fuzzy_autolink	review the pick		Oleszyce	0	fuzzy	1.0	72388	Oleszyce (Poland)	https://data.geo-kima.org/Places/Details/72388			
229	MED	fuzzy_autolink	review the pick		Ostrowiec Świętokrzyski	0	fuzzy	1.0	745	Ostrowiec Świętokrzyski (Poland)	https://data.geo-kima.org/Places/Details/745			
230	MED	fuzzy_autolink	review the pick		Połaniec	0	fuzzy	1.0	84566	Połaniec (Poland)	https://data.geo-kima.org/Places/Details/84566			
231	MED	fuzzy_autolink	review the pick		Prudnik	0	fuzzy	1.0	86840	Prudnik (Poland)	https://data.geo-kima.org/Places/Details/86840			
232	MED	fuzzy_autolink	review the pick		Radomyśl nad Sanem	0	fuzzy	1.0	83479	Radomyśl nad Sanem (Poland)	https://data.geo-kima.org/Places/Details/83479			
233	MED	fuzzy_autolink	review the pick		Rudnik nad Sanem	0	fuzzy	1.0	73698	Rudnik nad Sanem (Poland)	https://data.geo-kima.org/Places/Details/73698			
234	MED	fuzzy_autolink	review the pick		Rybotycze	0	fuzzy	1.0	80791	Rybotycze (Poland)	https://data.geo-kima.org/Places/Details/80791			
235	MED	fuzzy_autolink	review the pick		Tarłów	0	fuzzy	1.0	78604	Tarłów (Poland)	https://data.geo-kima.org/Places/Details/78604			
236	MED	fuzzy_autolink	review the pick		Wielopole Skrzyńskie	0	fuzzy	1.0	74981	Wielopole Skrzyńskie (Poland)	https://data.geo-kima.org/Places/Details/74981			
237	MED	fuzzy_autolink	review the pick		Żółkiewka	0	fuzzy	0.95	20393	Żółkiewka (Poland)	https://data.geo-kima.org/Places/Details/20393			
238	MED	fuzzy_autolink	review the pick		Csorna	0	fuzzy	1.0	77598	Csorna (Győr-Sopron Megye, Hungary)	https://data.geo-kima.org/Places/Details/77598			
239	MED	fuzzy_autolink	review the pick		Bila Tserkva	0	fuzzy	1.0	350	Bila T︠S︡erkva (Ukraine)	https://data.geo-kima.org/Places/Details/350			
240	MED	fuzzy_autolink	review the pick		Wieleń	0	fuzzy	0.95	23896	Wielen (Poland)	https://data.geo-kima.org/Places/Details/23896			
241	MED	fuzzy_autolink	review the pick		Wielkie Oczy	0	fuzzy	1.0	69670	Wielkie Oczy (Poland)	https://data.geo-kima.org/Places/Details/69670			
242	LOW	grade_a	matched by Wikidata QID (strong identity)	זלאטשוב	Złoczew	32	wikidata	0.99	961	Złoczew (Poland)	https://data.geo-kima.org/Places/Details/961			
243	LOW	grade_a	matched by Wikidata QID (strong identity)		Zolochiv	22	wikidata	0.99	1701	Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)	https://data.geo-kima.org/Places/Details/1701			
244	LOW	grade_a	matched by Wikidata QID (strong identity)		Ruzhyn	12	wikidata	0.99	76418	Ruzhyn (Ukraine)	https://data.geo-kima.org/Places/Details/76418			
245	LOW	grade_a	matched by Wikidata QID (strong identity)	סטאבניץ	Stopnica	3	wikidata	0.99	88088	Stopnica (Województwo Świętokrzyskie, Poland)	https://data.geo-kima.org/Places/Details/88088			
246	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Derazhne	3	name_exact	0.95	27158	Derazhne (Ukraine)	https://data.geo-kima.org/Places/Details/27158			
247	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Vasyl’kiv	2	name_exact	0.95	18640	Vasylʹkiv (Ukraine)	https://data.geo-kima.org/Places/Details/18640			
248	LOW	grade_a	matched by Wikidata QID (strong identity)		Bilshivtsi	2	wikidata	0.99	70026	Bilʹshivt︠s︡i (Ukraine)	https://data.geo-kima.org/Places/Details/70026			
249	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Lyakhavichy	1	name_exact	0.95	22491	Lyakhavichy (Belarus)	https://data.geo-kima.org/Places/Details/22491			
250	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Khodorkiv	1	name_exact	0.95	26098	Khodorkiv (Zhytomyr oblast, Ukraine)	https://data.geo-kima.org/Places/Details/26098			
251	LOW	grade_a	matched by Wikidata QID (strong identity)	זאטיר		1	wikidata	0.99	76224	Zator (Województwo Małopolskie, Poland)	https://data.geo-kima.org/Places/Details/76224			
252	LOW	grade_a	matched by Wikidata QID (strong identity)	האראדק		1	wikidata	0.99	22679	Haradok (Belarus)	https://data.geo-kima.org/Places/Details/22679			
253	LOW	grade_a	matched by Wikidata QID (strong identity)		Berehove	0	wikidata	0.99	81063	Berehove (Ukraine)	https://data.geo-kima.org/Places/Details/81063			
254	LOW	grade_a	matched by Wikidata QID (strong identity)		Ulanów	0	wikidata	0.99	83174	Ulanów (Województwo Podkarpackie, Poland)	https://data.geo-kima.org/Places/Details/83174			
255	LOW	grade_a	matched by Wikidata QID (strong identity)		Sobrance	0	wikidata	0.99	81539	Sobrance (Slovakia)	https://data.geo-kima.org/Places/Details/81539			
256	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Luboml	0	name_exact	0.95	16161	Li︠u︡bomlʹ (Ukraine)	https://data.geo-kima.org/Places/Details/16161			
257	LOW	grade_a	matched by Wikidata QID (strong identity)	ווינצי	Venice	0	wikidata	0.99	949	Venice (Italy)	https://data.geo-kima.org/Places/Details/949			
258	LOW	grade_a	matched by Wikidata QID (strong identity)		Berezina River	0	wikidata	0.99	76471	Berezina River (Belarus)	https://data.geo-kima.org/Places/Details/76471			
259	LOW	grade_a	matched by Wikidata QID (strong identity)		Donauwörth	0	wikidata	0.99	10957	Donauwörth (Germany)	https://data.geo-kima.org/Places/Details/10957			
260	LOW	grade_a	matched by Wikidata QID (strong identity)		Sevastopol	0	wikidata	0.99	652	Sevastopolʹ (Ukraine)	https://data.geo-kima.org/Places/Details/652			
261	LOW	grade_a	matched by Wikidata QID (strong identity)		Frankfurt (Oder)	0	wikidata	0.99	10341	Frankfurt an der Oder (Germany)	https://data.geo-kima.org/Places/Details/10341			
262	LOW	grade_a	matched by Wikidata QID (strong identity)		Heraklion	0	wikidata	0.99	9228	Hērakleion (Greece)	https://data.geo-kima.org/Places/Details/9228			
263	LOW	grade_a	matched by Wikidata QID (strong identity)		Gagauzia	0	wikidata	0.99	89383	Găgăuzia (Moldova)	https://data.geo-kima.org/Places/Details/89383			
264	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Deliatyn	0	name_exact	0.95	23806	Deli︠a︡tyn (Ukraine)	https://data.geo-kima.org/Places/Details/23806			
265	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Izyaslav	0	name_exact	0.95	15851	Izi︠a︡slav (Ukraine)	https://data.geo-kima.org/Places/Details/15851			
266	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Tovste	0	name_exact	0.95	19256	Tovste (Ternopilʹsʹka oblastʹ, Ukraine)	https://data.geo-kima.org/Places/Details/19256			
267	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Uhniv	0	name_exact	0.95	13189	Uhniv (Ukraine)	https://data.geo-kima.org/Places/Details/13189			
268	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Zabolotiv	0	name_exact	0.95	20746	Zabolotiv (Ukraine)	https://data.geo-kima.org/Places/Details/20746			
269	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Zboriv	0	name_exact	0.95	11093	Zboriv (Ukraine)	https://data.geo-kima.org/Places/Details/11093			
270	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Heilbronn	0	name_exact	0.95	10943	Sontheim (Heilbronn, Germany)	https://data.geo-kima.org/Places/Details/10943			
271	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Landau	0	name_exact	0.95	8005	Landau in der Pfalz (Germany)	https://data.geo-kima.org/Places/Details/8005			
272	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Groningen	0	name_exact	0.95	6490	Groningen (Netherlands : Province)	https://data.geo-kima.org/Places/Details/6490			
273	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Czarne	0	name_exact	0.95	8228	Czarne (Poland)	https://data.geo-kima.org/Places/Details/8228			
274	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Dąbrowa Tarnowska	0	name_exact	0.95	18717	Dąbrowa Tarnowska (Poland : Powiat)	https://data.geo-kima.org/Places/Details/18717			
275	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Hrubieszów	0	name_exact	0.95	969	Hrubieszów (Poland)	https://data.geo-kima.org/Places/Details/969			
276	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Janów Podlaski	0	name_exact	0.95	13793	Janów Podlaski (Poland)	https://data.geo-kima.org/Places/Details/13793			
277	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Łęczna	0	name_exact	0.95	20151	Łęczna (Lublin, Poland : Powiat)	https://data.geo-kima.org/Places/Details/20151			
278	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Lubartow	0	name_exact	0.95	14510	Lubartów (Poland)	https://data.geo-kima.org/Places/Details/14510			
279	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Mogielnica	0	name_exact	0.95	18711	Mogielnica (Warsaw, Poland)	https://data.geo-kima.org/Places/Details/18711			
280	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Ożarów	0	name_exact	0.95	18359	Ożarów (Poland)	https://data.geo-kima.org/Places/Details/18359			
281	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Nowy Targ	0	name_exact	0.95	13010	Nowy Targ (Wojewodztwo Małopolskie, Poland)	https://data.geo-kima.org/Places/Details/13010			
282	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Wodzisław	0	name_exact	0.95	11026	Wodzisław (Poland)	https://data.geo-kima.org/Places/Details/11026			
283	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Żołynia	0	name_exact	0.95	23798	Żołynia (Poland)	https://data.geo-kima.org/Places/Details/23798			
284	LOW	grade_a	romanized authority name = Kima romanized name (strong)		Mád	0	name_exact	0.95	23544	Mád (Hungary)	https://data.geo-kima.org/Places/Details/23544			
285	LOW	grade_a	matched by Wikidata QID (strong identity)		Waterloo	0	wikidata	0.99	85730	Waterloo (Belgium)	https://data.geo-kima.org/Places/Details/85730			
286	LOW	grade_a	matched by Wikidata QID (strong identity)		Livorno	0	wikidata	0.99	132	Livorno (Italy)	https://data.geo-kima.org/Places/Details/132			
287	LOW	grade_a	matched by Wikidata QID (strong identity)	קאלעשין		0	wikidata	0.99	18019	Kałuszyn (Warsaw, Poland)	https://data.geo-kima.org/Places/Details/18019			
