story_id	tag	opus_applies	opus_confidence	verdict	opus_reasoning
Khal-Hasidim_0193	spaces:institutions_hassidic_court	True	high	CONFIRM	The story depicts the rebbe's court at Strashelye with hasidim waiting in the great house for the rebbe to emerge from his chamber.
Khal-Hasidim_0202	ethics-and-emotions:repentance	True	high	CONFIRM	The story explicitly describes the Shpoler Zeide bringing sinners of Shpole back to their Creator (teshuvah), turning Sabbath-violators into repentant Jews.
Khal-Hasidim_0210	supernatural:perception	True	high	CONFIRM	The Sabba of Spola foretells the husband's return date and appears prophetically to the husband in Danzig, clearly depicting supernatural knowledge/perception.
Khal-Hasidim_0211	social:inter_hasidic	False	medium	REJECT	The story centers on two brothers and a parable; no depiction of broader Hasidic peer interaction beyond a brief mention of joining the Maggid's circle.
Khal-Hasidim_0217	characters-and-roles:tavern_keeper	True	high	CONFIRM	The Jewish protagonist becomes an arrendar/innkeeper (שכר לו האראנדא, called the ארינדאר/מוכסן throughout).
Khal-Hasidim_0237	ethics-and-emotions:virtues	False	medium	REJECT	Story centers on a tzaddik's miraculous intervention and rectification of a past wrong (broken engagement) rather than illustrating a general virtue.
Khal-Hasidim_0239	folkloristics:story_type_revelation	True	high	CONFIRM	Story explicitly concerns the hitgalut of R. Yaakov Yitzhak of Lublin and a skeptic's recognition of his hidden knowledge.
Khal-Hasidim_0240	social:conflict	True	high	CONFIRM	The tzaddik of Lublin identifies and counters demons/spirits impersonating a family, a conflict between tzaddik and demonic antagonists.
Khal-Hasidim_0242	folkloristics:story_type_revelation	True	high	CONFIRM	The story explicitly narrates how the townspeople of Yassi did not know the rabbi was a hidden tzaddik until this miraculous revelation, ending with 'then the people of Yassi knew who the rabbi was.'
Khal-Hasidim_0242	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story centers on a rebbe exposing an adulteress; no master-disciple relationship is depicted.
Khal-Hasidim_0242	social:marital_relationship	True	high	CONFIRM	The story depicts the rabbi and his wife (the rebbetzin) as a married couple, and centrally involves the gvir and his adulterous wife, leading to divorce.
Khal-Hasidim_0242	spaces:beth_midrash	False	high	REJECT	Story is set in rabbi's house, fishmongers' street, and community council hall — no beit midrash/yeshiva setting depicted.
Khal-Hasidim_0243	social:relations_with_non_jews	True	medium	CONFIRM	The story includes interaction with the local non-Jewish lord (שר העיר) who summons the innkeeper, fitting the tag.
Khal-Hasidim_0243	supernatural:perception	False	high	REJECT	The rebbe investigates by ordinary observation and questioning, not supernatural perception; the innkeeper's power comes from bitachon, not from seeing/knowing supernaturally.
Khal-Hasidim_0252	social:retrospective_recognition	True	high	CONFIRM	The bishop initially dismisses Rabbi Moshe as a mere youth unworthy of honor, but after the disputation belatedly recognizes his true greatness and wisdom.
Khal-Hasidim_0253	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story depicts friendship between two rabbinic peers (Rema and R. Chaim), not a rebbe-disciple Hasidic relationship.
Khal-Hasidim_0253	spaces:beth_midrash	False	medium	REJECT	Study takes place in a private room in the baker's house, not a beit midrash or yeshiva.
Khal-Hasidim_0253	spaces:institutions_hassidic_court	False	high	REJECT	Story is about a rabbi/av beit din and his friend, not a hasidic rebbe's court.
Khal-Hasidim_0254	ethics-and-emotions:lust	True	high	CONFIRM	Story depicts an adulterous affair (a wealthy man fornicating with two married women in a cave) as the sin causing the plague.
Khal-Kdoshim_0003	social:conflict	True	high	CONFIRM	Story depicts conflict between Jews and Ishmaelite/Christian antagonists (bishop inciting persecution), resolved through the tailor's clever scheme.
Khal-Kdoshim_0007	social:conflict	True	high	CONFIRM	The tzaddik of Lublin confronts and dispels demons/shedim impersonating in-laws — a tzaddik-vs-demon conflict.
Maase-Zadikim_0001	times:death	True	high	CONFIRM	The story references the prior-incarnation man who died sixty years earlier, a depicted death event central to the plot.
Maase-Zadikim_0005	folkloristics:story_type_prognostication	False	high	REJECT	The story is about the Baal Shem Tov's soul-ascent annulling a decree against Jews, not a prophecy/prediction that comes true.
Maase-Zadikim_0005	supernatural:perception	True	high	CONFIRM	Besht has an aliyat neshama in his sleep, perceives a heavenly decree against the Jews, and intercedes — clear supernatural perception.
Maase-Zadikim_0008	ethics-and-emotions:lust	False	high	REJECT	Story is about love/devotion to God via a king parable; no sexual or bodily desire (תאוה) is depicted.
Maase-Zadikim_0016	ethics-and-emotions:awe	True	medium	CONFIRM	The story explicitly mentions the Rav's 'יראתו' (awe/fear) over potential bittul Torah, and depicts profound awe before tzaddikim whose oaths shake the heavenly court.
Maase-Zadikim_0016	folkloristics:story_type_advent	False	medium	REJECT	The chasid encounters R. Pinchas of Koretz before his fame, but the story's focus is the oath/blessing conflict between two tzaddikim, not a discovery/advent narrative.
Maase-Zadikim_0018	ethics-and-emotions:lying	True	medium	CONFIRM	The innkeeper initially denies/conceals his secret when asked ('ויכחד הרינדאר ויאמר לא ידעתי'), and the Rebbe disguises himself; both involve deception.
Maase-Zadikim_0019	ethics-and-emotions:lying	True	high	CONFIRM	The wealthy man schemes to expose the rabbi as a fraud, accusing the Hasidim of false claims ('כחשם'/'שקר בפיכם') and hiring men to deceive him.
Maase-Zadikim_0032	experience:revelation	True	high	CONFIRM	The Rebbe of Apta supernaturally discloses the woman's hidden sin upon her arrival — a giluy of concealed knowledge.
Maase-Zadikim_0034	characters-and-roles:tavern_keeper	False	high	REJECT	The 'בעל אכסניא' here is a host/lodging-keeper but the story centers on him as a hasid seeking advice; not depicted in a tavern-keeping role meaningfully, though innkeeper sense is plausible.
Mifalot-HaZadikim_0001	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	The story features a tzaddik advising a layman, not a master-disciple relationship.
Mifalot-HaZadikim_0001	spaces:beth_midrash	False	high	REJECT	No study hall setting; story takes place in homes, streets, palace, and court.
Mifalot-HaZadikim_0006	folkloristics:story_type_revelation	False	high	REJECT	Story centers on hachnasat orchim and a foolish son, not the revelation of a hidden tzaddik.
Mifalot-HaZadikim_0006	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story centers on hospitality, brotherly bond, and a blessing fulfilled; no rebbe-disciple relationship depicted.
Mifalot-HaZadikim_0006	spaces:beth_midrash	False	high	REJECT	While a 'rosh yeshiva' role is mentioned, no scene actually takes place in a beit midrash/yeshiva setting.
Mifalot-HaZadikim_0006	spaces:institutions_hassidic_court	False	high	REJECT	Story concerns hospitality at a roadside inn and a rabbi/yeshiva head; no hasidic court depicted.
Mifalot-HaZadikim_0027	ethics-and-emotions:awe	False	medium	REJECT	Story centers on a hidden tzaddik testing the Besht; no explicit depiction of yirah/awe of God or tzaddik as a theme.
Mifalot-HaZadikim_0027	folkloristics:story_type_inauguration	False	high	REJECT	Story is about a hidden tzaddik teaching Besht a lesson, not an inauguration.
Mifalot-HaZadikim_0027	folkloristics:story_type_virtues	False	medium	REJECT	Story centers on a hidden tzaddik's mystical rectification of a past sin, not on illustrating a virtue of the Besht.
Mifalot-HaZadikim_0027	spaces:beth_midrash	False	high	REJECT	Setting is a forest hut, not a study hall.
Peer-MiKdoshim_0001	spaces:beth_midrash	False	high	REJECT	No study hall setting appears; scenes occur in homes, on roads, and at a tzadik's house.
Peer-MiKdoshim_0006	characters-and-roles:preacher	False	high	REJECT	No maggid/preacher character appears; the story features the Besht, his disciple R. David Pirkus, and a merchant.
Peer-MiKdoshim_0006	characters-and-roles:tavern_keeper	False	high	REJECT	No tavern-keeper or innkeeper appears; characters are a tzaddik, merchants, and a wealthy patron.
Peer-MiKdoshim_0006	spaces:beth_midrash	False	high	REJECT	No study hall setting depicted; scenes occur in homes, on roads, in a forest, and at the Besht's room.
Peer-MiKdoshim_0006	spaces:institutions_hassidic_court	False	high	REJECT	Story involves visits to the Besht but depicts travel/encounters, not the court space itself.
Peer-MiKdoshim_0009	folkloristics:story_type_rapprochement	False	medium	REJECT	The story showcases the tzaddik's clairvoyance and prevents a fraudulent marriage, but does not depict an outsider/skeptic being drawn close to the tzaddik or Hasidism.
Peer-MiKdoshim_0009	social:inter_hasidic	False	medium	REJECT	Story centers on a tzaddik, a wealthy follower, family conflict, and a fraudulent get; no depiction of Hasidim interacting with one another as such.
Peer-MiKdoshim_0009	spaces:beth_midrash	False	high	REJECT	No beit midrash or yeshiva setting depicted; scenes occur in the rabbi's home, the wealthy man's house, and a rabbinical court.
Peer-MiKdoshim_0014	ethics-and-emotions:anger	False	high	REJECT	No character is depicted as angry; the story centers on a tzaddik's blessing, confession, and miraculous rescue.
Peer-MiKdoshim_0014	ethics-and-emotions:fear	True	medium	CONFIRM	The lost travelers cry out in terror in the swamp, and the rescue is framed around fear/danger of death.
Peer-MiKdoshim_0014	ethics-and-emotions:lying	False	medium	REJECT	The story involves a false accusation against the peasant (theft of horses he didn't commit), but this is mentioned briefly as background; no character is depicted actively lying in the narrative.
Peer-MiKdoshim_0015	characters-and-roles:preacher	False	high	REJECT	Story features a tzaddik (R. Elimelech), not a maggid/preacher character.
Peer-MiKdoshim_0015	characters-and-roles:tavern_keeper	True	high	CONFIRM	The story centrally features a Jewish arendar/innkeeper (Arinda/Kretshme keeper) as a main character.
Peer-MiKdoshim_0015	ethics-and-emotions:anger	True	high	CONFIRM	The lord raises his voice in anger at his wife, rebuking her wickedness; also her hateful incitement against the Jew reflects heated emotion.
Peer-MiKdoshim_0015	ethics-and-emotions:fear	True	medium	CONFIRM	The nobleman's heart trembles with fear ('הכה לבבו') upon entering the tzaddik's presence, depicting fear of the tzaddik.
Peer-MiKdoshim_0015	ethics-and-emotions:lying	True	high	CONFIRM	The wife incites her husband with false accusations against the Jewish leaseholder, and a demonic spirit deceives the household by impersonating the lord for a year.
Peer-MiKdoshim_0016	folkloristics:story_type_rapprochement	False	high	REJECT	Story is about a pious Hasid's miraculous providence in marrying off his daughter; no skeptic/outsider is drawn close to a tzaddik.
Peer-MiKdoshim_0016	social:inter_hasidic	True	medium	CONFIRM	Hasidim/חסידים actively assist R' Yeshaya — bringing provisions, lending vessels, urging him to seek matches — depicting interaction among Hasidim beyond the master-disciple bond.
Shivhei-Habesht_0001	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story narrates the Besht's family origins and childhood; no rebbe-disciple relationship depicted.
Shivhei-Habesht_0001	spaces:beth_midrash	True	high	CONFIRM	The story explicitly mentions the Besht serving as guardian of the beit midrash and the conduct of those sleeping/waking there.
Shivhei-Habesht_0002	ethics-and-emotions:awe	False	medium	REJECT	While the story shows wonder at the Besht's powers, it does not explicitly depict yirah/awe of God or tzaddik as a thematic focus.
Shivhei-Habesht_0002	ethics-and-emotions:lust	False	high	REJECT	Story concerns mystical knowledge, miracles, and the Besht's hidden identity; no theme of lust/desire.
Shivhei-Habesht_0002	folkloristics:story_type_revelation	False	medium	REJECT	While the Besht is eventually recognized by his brother-in-law and robbers, the central narrative concerns the transmission of R' Adam's writings and the Besht's hidden life, not a focused revelation/giluy event.
Shivhei-Habesht_0002	spaces:institutions_hassidic_court	False	high	REJECT	The story predates the Besht's emergence as a rebbe; 'חצר הקיסר' refers to the emperor's court, not a hasidic court.
Shivhei-Habesht_0004	ethics-and-emotions:awe	True	high	CONFIRM	The story explicitly describes the Besht as 'ירא שמים' and depicts the rabbi rising in awe before the great light revealed from the Besht's face.
Shivhei-Habesht_0004	folkloristics:story_type_inauguration	True	high	CONFIRM	The story culminates in the Besht's revelation and the community formally accepting him as rebbe on a throne of branches.
Shivhei-Habesht_0004	folkloristics:story_type_revelation	True	high	CONFIRM	The story explicitly narrates the Baal Shem Tov's giluy from hidden tzaddik to revealed leader, accepted as rabbi by the community.
Shivhei-Habesht_0004	folkloristics:story_type_virtues	True	medium	CONFIRM	The story illustrates the Baal Shem Tov's humility (hiding his greatness, serving guests anonymously) and piety (secluded prayer, ritual immersion), which are virtues of the tzaddik.
Shivhei-Habesht_0004	spaces:beth_midrash	False	high	REJECT	Settings include a forest hermitage, home, and the rabbi's house, but no beit midrash or yeshiva is depicted.
Shivhei-Habesht_0005B	ethics-and-emotions:lying	False	medium	REJECT	No clear act of lying or deception by a character; the story involves revelation, prayer, and healing.
Shivhei-Habesht_0015	ethics-and-emotions:awe	True	high	CONFIRM	The story vividly depicts trembling, awe, and Shekhinah-presence during the Baal Shem Tov's prayer, evoking yirah of God and the tzaddik.
Shivhei-Habesht_0043	social:inter_hasidic_master_disciple_relationship	False	high	REJECT	Story concerns family/marriage matters among tzaddikim, not a rebbe-disciple relationship.
Shivhei-Habesht_0052	ethics-and-emotions:virtues	True	high	CONFIRM	Story illustrates virtues of honest labor, simplicity, piety, and contentment in the craftsman.
Shivhei-Habesht_0058	characters-and-roles:preacher	True	high	CONFIRM	The maggid (מוכיח) is a central character distinct from the rabbi and dayan.
Shivhei-Habesht_0058	times:shabbat	True	high	CONFIRM	The story depicts events during Shabbat prayer where the dayan curses the maggid.
Shivhei-Habesht_0062	characters-and-roles:tavern_keeper	True	high	CONFIRM	The Besht is depicted as running a tavern (שיינק) in the village, with reference to a debt of yayin saraf.
Shivhei-Habesht_0066	times:shabbat	True	high	CONFIRM	"The story explicitly mentions a Shabbat meal (פ""א שבת... ובסעודה) in the community."
Shivhei-Habesht_0079	supernatural:perception	True	high	CONFIRM	R. Gershon and R. Leib Mokhiach perceive in dreams that a figure is a klipah vs. truly R. Aharon, and discover hidden coins/hairs confirming supernatural knowledge.
Shivhei-Habesht_0086	folkloristics:story_type_virtues	True	high	CONFIRM	Story illustrates the Besht's faith/trustworthiness in keeping his word about the dowry and his miraculous provision, highlighting tzaddik virtues.
Shivhei-Habesht_0176	supernatural:perception	True	high	CONFIRM	Besht sees a pillar of fire over a grave and prophesies that a man named R. David will be buried there, fulfilled 20+ years later — clear ruach hakodesh perception.
Shivhei-Habesht_0184	ethics-and-emotions:lust	False	high	REJECT	Story concerns childlessness and desire for children (תאוה לבנים in passing), not lust in the sexual/desire sense the tag denotes.
Shivhei-Habesht_0184	ethics-and-emotions:virtues	False	medium	REJECT	Story centers on a miraculous prophecy/encounter with Jonah ben Amittai, not on illustrating a general virtue.
Shivhei-Habesht_0184	spaces:beth_midrash	False	high	REJECT	No study hall setting; story takes place in homes, market, and forest house.
Shivhei-Habesht_0186	supernatural:perception	True	high	CONFIRM	The Besht supernaturally knows what R. Nachman is doing/perceiving from afar, and R. Nachman has a divinely granted selective hearing — supernatural perception.
Shivhei-Habesht_0192	ethics-and-emotions:pride	True	medium	CONFIRM	The lord boasts/glorifies his inn and then in rage attacks the Besht — pride/arrogance is depicted as a moral failing punished by paralysis.
Shivhei-Habesht_0197	folkloristics:story_type_virtues	True	medium	CONFIRM	The story illustrates the Besht's wisdom and his virtue of guiding a disciple away from unnecessary knowledge toward simple faith ('tamim tihyeh').
Shivhei-Habesht_0198	ethics-and-emotions:virtues	False	medium	REJECT	Story centers on repentance and rescue of a soul from apostasy; specific themes (teshuva, soul-rescue) rather than a general unspecified virtue.
Shivhei-Habesht_0199	spaces:beth_midrash	True	high	CONFIRM	The story is set in the beit midrash where the congregation gathered for Kol Nidrei.
Shivhei-Habesht_0202	supernatural:miracle	False	medium	REJECT	The Besht's dispelling of strong wine via fear of God is a wondrous personal act, not a discrete miracle benefiting a recipient with clear before/after change.
Shivhei-Habesht_0203	ethics-and-emotions:awe	False	medium	REJECT	The story shows the rabbi's recognition of the Besht's greatness but does not explicitly depict yirah/awe as a theme.
Shivhei-Habesht_0203	folkloristics:story_type_revelation	False	high	REJECT	Story is about the Besht diagnosing a rabbi's spiritual flaw (heretical thoughts about tzaddikim), not about revealing a hidden tzaddik's identity.
Shivhei-Habesht_0206	times:shabbat	True	high	CONFIRM	The story explicitly centers on preparations for Shabbat at the rabbi's home.
Shivhei-Habesht_0210	social:conflict	False	medium	REJECT	The threat to burn the holy books is a background concern prompting heavenly advocacy, not a depicted conflict scene with an antagonist.
Shivhei-Harav_0011	ethics-and-emotions:charity	False	high	REJECT	Story concerns imprisonment, release, and informers; no depiction of almsgiving (the 'nedavah' to the informer is incidental, not a charity theme).
Shivhei-Harav_0011	ethics-and-emotions:fear	True	high	CONFIRM	The story explicitly describes the men fearing their judgment ('חרדו מאוד מאימת דינם').
Shivhei-Harav_0011	folkloristics:story_type_rapprochement	False	high	REJECT	Story recounts the Alter Rebbe's release from prison and informers' fates; no outsider/skeptic is drawn close to the tzaddik.
Shivhei-Harav_0011	social:retrospective_recognition	True	medium	CONFIRM	The Rebbe perceives that the figure passing the prison is not really Czar Pavel, and 30 days later this is confirmed by the Czar's assassination — a retrospective recognition of hidden truth.
Shivhei-Harav_0011	spaces:beth_midrash	False	high	REJECT	The story concerns imprisonment, release, and informers; no study hall setting appears.
Shivhei-Harav_0011	spaces:institutions_hassidic_court	False	high	REJECT	Story concerns the Rebbe's arrest, imprisonment, and release in Petersburg, not depictions of a hasidic court.
Shivhei-Harav_0013	social:retrospective_recognition	True	high	CONFIRM	The merchant belatedly recognizes the rabbi was innocent and a scholar, and the rabbi himself retrospectively understands the Maggid sent him to receive the blow — clear retrospective recognition.
Shivhei-Harav_0014	ethics-and-emotions:awe	True	medium	CONFIRM	The story explicitly mentions planting 'אהבת תורה ויראת שמים' in disciples' hearts and praying 'בדחילו ורחימו,' directly invoking religious awe.
Shivhei-Harav_0014	folkloristics:story_type_rapprochement	True	medium	CONFIRM	The episode with R. Yehoshua Zeitlin of Shklov depicts a Mitnagdic skeptic being won over by the Rav's learning, ending in his refusal to oppose Hasidism — a rapprochement arc.
Shivhei-Harav_0014	folkloristics:story_type_virtues	True	high	CONFIRM	The story explicitly illustrates the Rav's humility (hiding his greatness, not changing clothes, deferring to R. Menachem Mendel) and other virtues like devotion to his teacher and Torah greatness.
Shivhei-Harav_0014	spaces:institutions_hassidic_court	False	medium	REJECT	Mentions Maggid's house/beis and tzaddikim's locations incidentally, but does not depict the hasidic court as a setting.
Shivhei-Harav_0016	folkloristics:story_type_protection	True	high	CONFIRM	The tzaddik saves a Jewish boy from forced conversion through his Torah discourses and miraculous wind, central protection narrative.
Shivhei-Harav_0016	folkloristics:story_type_virtues	True	high	CONFIRM	Story illustrates the tzaddik's virtue of saving a Jewish soul through his spiritual power and devotion.
Shivhei-Harav_0016	social:retrospective_recognition	True	high	CONFIRM	The Hasidim retrospectively realize that the Rebbe's story 'from the past' actually referred to a present event happening that very night, recognizing the hidden meaning of his actions.
Shivhei-Harav_0018	folkloristics:story_type_rapprochement	False	high	REJECT	Hagiographic account of the Rebbe's wartime activities and death; no outsider/skeptic drawn close to Hasidism.
Shivhei-Harav_0018	social:retrospective_recognition	False	high	REJECT	Narrative of the rebbe's wartime prayers and death; no belated recognition of a character's hidden identity or true nature.
Shivhei-Harav_0018	spaces:institutions_hassidic_court	False	high	REJECT	Story concerns wartime flight, death, and burial of the rebbe; no depiction of a hasidic court.
Shivhei-Harav_0019	folkloristics:story_type_revelation	True	medium	CONFIRM	The story includes the tzaddik R. Aharon being recognized/revealed as great by the Baal Shem/Maggid figures and a hidden encounter where his power is revealed posthumously, fitting giluy of a tzaddik.
Shivhei-Harav_0019	social:inter_hasidic_master_disciple_relationship	True	high	CONFIRM	The story centrally depicts the master-disciple relationship: R. Aharon serving Rabbenu 30 years, receiving smikha, and a disciple seeking salvation from his rebbe whose instructions protect him.
Shivhei-Harav_0019	social:marital_relationship	False	high	REJECT	Wife is mentioned only incidentally (sitting by his bed during the affliction); no depiction of the marital relationship itself.
Shivhei-Harav_0019	spaces:beth_midrash	False	high	REJECT	No beit midrash or yeshiva setting depicted; scenes occur in a tavern, the Rebbe's room/house, roads, and a grave site.
Sipurei-Zadikim_0003	social:retrospective_recognition	True	high	CONFIRM	The merchant belatedly realizes the lost note was in the salt barrel and that the barrel's miraculous non-depletion was hidden repayment of the debt.
Sipurei-Zadikim_0004	characters-and-roles:preacher	False	high	REJECT	Story features a rebbe/tzaddik (R. Leib Sarah's) and a young man, no maggid/preacher character.
Sipurei-Zadikim_0007	social:inter_hasidic_master_disciple_relationship	True	high	CONFIRM	Story depicts the Sabba's relationship with the Baal Shem Tov as disciple, and interactions with R. Michel of Zlotchov and R. Mordechai of Neshchiz.
Sipurei-Zadikim_0010	characters-and-roles:preacher	False	high	REJECT	No maggid/preacher character appears; the story features a tzaddik (Sava of Spola), a woman, and her husband.
Sipurei-Zadikim_0011	ethics-and-emotions:awe	False	medium	REJECT	While the story mentions a melamed who was 'מופלג בתורה וביראת שמים' in passing, awe of God or tzaddik is not a depicted theme of the narrative.
Sipurei-Zadikim_0011	spaces:institutions_hassidic_court	False	medium	REJECT	Maggid of Mezritch is mentioned as destination and disciples gather there, but the story does not actually depict scenes within the rebbe's court/residence space in any developed way.
Khal-Hasidim_0059	ethics-and-emotions:fear	None		ERROR:RuntimeError	claude-cli failed after 3 retries: Expecting value: line 1 column 33 (char 32)
Khal-Hasidim_0128	folkloristics:story_type_prognostication	True	medium	CONFIRM	The Baal Shem Tov predicts his own imminent death, gives signs (the two clocks stopping) that come true, fulfilling the prophecy-comes-true arc.
